uid,E-CPV Error,E-CPV Uncertainty,E-MHA Error,E-MHA Uncertainty,S-MHA Error,S-MHA Uncertainty,Validation Fold,Testing Fold,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
PHD_4582,5.0,2.6867956638336183,5.3851647,0.7038774251937866,5.3851647,0.7100456750766666,5,4,2,1,2
PHD_4621,5.656854,2.44666907787323,5.3851647,0.504021269083023,5.0990195,0.7716868219436954,5,4,1,2,2
PHD_4648,3.6055512,1.7152982473373413,3.6055512,0.6856744825839997,5.3851647,1.6205395067992296,5,4,1,1,0
PHD_4677,2.236068,1.94164080619812,2.236068,0.6300574719905854,3.6055512,0.7925501979576969,5,4,1,2,2
PHD_4721,3.6055512,3.3380602836608886,2.236068,0.342303591966629,6.0827627,0.1590640073446427,5,4,3,3,4
PHD_4727,3.1622777,1.3300563097000122,2.236068,0.3506201684474945,5.0990195,0.4180462130782749,5,4,0,3,3
PHD_4898,20.248457,36.23925323486328,5.0990195,0.1290558668362791,60.53924,0.0745462609714525,5,4,4,4,4
PHD_4921,4.0,2.2957417249679564,3.0,0.6757525354623795,4.0,1.0064094299746906,5,4,1,1,1
PHD_4922,7.071068,1.8601126194000244,9.486833,0.2172134310007095,7.0,0.2073358944130587,5,4,1,3,4
PHD_4937,2.828427,2.64721360206604,5.0,0.8258842408657074,4.472136,0.901327761688737,5,4,2,0,1
PHD_4979,9.055386,5.784667110443115,5.0990195,0.3022563964128494,11.7046995,0.6634556700189218,5,4,3,3,2
PHD_4983,4.472136,1.1300563097000125,3.6055512,0.8838026106357575,3.6055512,0.812623316090257,5,4,0,0,2
PHD_4988,3.1622777,2.051166558265686,3.6055512,0.4774112671613693,2.236068,0.3952523993749776,5,4,1,2,3
PHD_4997,5.0990195,2.4957417011260987,4.1231055,0.6493586122989654,9.055386,0.676677835684992,5,4,2,1,2
PHD_5001,2.0,1.8614271402359008,1.4142135,0.8216178834438324,3.1622777,1.2732418979493796,5,4,1,0,0
PHD_5015,3.6055512,2.3929449558258056,3.1622777,0.306746619939804,4.0,0.2698663939064442,5,4,1,3,4
PHD_5043,3.6055512,1.5300563097000122,3.6055512,0.8499066352844238,3.1622777,1.0423847675225837,5,4,0,0,1
PHD_5047,10.198039,1.977269911766052,9.055386,0.8306540429592133,10.049875,1.1038545044407926,5,4,1,0,0
PHD_5049,1.4142135,1.04721360206604,1.4142135,0.7217319905757904,2.236068,0.6821305151322288,5,4,0,1,2
PHD_5059,1.4142135,4.062003612518311,2.236068,0.2495178893208503,4.1231055,0.3708483624519461,5,4,3,3,3
PHD_5062,11.401754,1.0828427076339722,12.0415945,0.763740086555481,11.401754,1.1915933441681636,5,4,0,1,0
PHD_5069,3.0,2.5812228679656983,5.0,0.517893098294735,2.828427,0.6073105903845771,5,4,2,2,3
PHD_5072,5.0990195,2.7740963459014893,6.0827627,0.4665564849972725,3.0,0.8804250744606146,5,4,2,2,1
PHD_5098,4.1231055,1.4957417249679563,3.1622777,0.7744647026062011,2.0,0.9670932522322953,5,4,0,0,1
PHD_5109,38.078865,55.19669723510742,4.472136,0.3326839238405227,4.472136,0.805546258106657,5,4,4,3,2
PHD_5117,6.3245554,1.0485281229019163,5.3851647,0.6846855521202088,6.3245554,0.7555431716402585,5,4,0,1,2
PHD_5131,6.3245554,4.97041540145874,9.486833,0.1267799608409404,9.486833,0.2219782100522896,5,4,3,4,4
PHD_5139,2.236068,4.293073081970215,4.1231055,0.2466698610573075,3.1622777,0.2118409426893059,5,4,3,3,4
PHD_5146,2.0,9.731384086608887,5.0,0.3009135043830611,5.0,0.1882324276681206,5,4,4,3,4
PHD_5154,4.472136,3.1353237867355346,4.0,0.5796117551624775,5.8309517,0.7605435909311148,5,4,3,2,2
PHD_5157,5.0,3.430598735809326,6.4031243,0.5624502837657929,6.0,0.7101823386876831,5,4,3,2,2
PHD_5163,3.1622777,2.2847337245941164,4.472136,0.5119812965393067,4.472136,0.7826904458139855,5,4,1,2,2
PHD_5165,39.45884,41.9010368347168,4.1231055,0.1684127569198608,5.3851647,0.3538828792132858,6,5,4,4,4
PHD_5172,1.4142135,1.3300563097000122,2.236068,1.1875554323196411,1.0,1.2309344851212525,6,5,0,0,0
PHD_5187,49.76947,74.95033798217773,2.0,0.0729839919833466,27.313,0.0785592998020478,6,5,4,4,4
PHD_5192,5.8309517,6.434456253051758,9.055386,0.1229903124272823,3.1622777,0.2762706865666177,6,5,3,4,4
PHD_5193,4.1231055,1.7785844326019289,4.1231055,0.953854215145111,3.0,1.3610493564878816,6,5,0,0,0
PHD_5206,8.246211,2.304290246963501,6.3245554,0.6848962426185607,11.401754,0.9391529393471164,6,5,2,1,2
PHD_5209,13.928389,20.41560859680176,10.816654,0.0671457584016025,10.29563,0.2918003580000081,6,5,4,4,4
PHD_5227,17.464249,4.145953941345215,18.248287,0.2648179083131253,16.155495,0.0685617114471828,6,5,3,3,4
PHD_5235,5.0990195,2.262751054763794,3.0,0.7721553564071655,3.0,1.342130558612119,6,5,1,0,0
PHD_5239,3.0,2.025798034667969,3.1622777,0.5216302841901779,4.1231055,1.077017062352,6,5,1,2,1
PHD_5250,1.4142135,6.542627501487732,3.6055512,0.4185847997665405,3.6055512,1.0402511017809857,6,5,3,2,1
PHD_5254,25.806976,37.85085487365723,1.0,0.1584677978369711,1.0,0.7357228352528358,6,5,4,4,3
PHD_5255,1.4142135,2.2097254514694216,2.0,0.6039862215518952,3.0,0.655485678302067,6,5,1,1,4
PHD_5263,1.4142135,2.4899319648742675,2.236068,0.8460768580436706,2.236068,1.0999165842261749,6,5,2,0,1
PHD_5272,4.472136,1.6828427076339725,3.1622777,0.3726386114954948,6.3245554,0.7874180503652861,6,5,0,3,2
PHD_5277,5.0,2.5970738172531127,5.656854,0.6005378492176533,6.4031243,1.1647873303119625,6,5,2,1,1
PHD_5282,3.1622777,2.846669054031372,3.6055512,0.7634128077421337,4.472136,1.281527857958576,6,5,2,0,0
PHD_5284,3.6055512,2.64631028175354,4.1231055,0.5876451969146729,3.0,0.958873440856523,6,5,2,1,2
PHD_5289,8.062258,2.565685415267944,7.28011,0.6783179134130478,7.615773,1.364472902846309,6,5,2,1,0
PHD_5308,6.0,1.686795663833618,5.0,0.8236103177070617,5.0,1.1891889503238062,6,5,0,0,0
PHD_5310,2.236068,3.368890905380249,4.1231055,0.4357381492853164,2.0,0.9938509801565244,6,5,3,2,1
PHD_5316,4.1231055,3.4522594451904296,6.0827627,0.5186407923698425,1.0,1.023509992033967,6,5,3,2,1
PHD_5320,3.1622777,3.0075076103210447,4.2426405,0.5840098053216934,3.6055512,1.3249071375297727,6,5,2,1,0
PHD_5323,5.0,3.5631613969802856,3.6055512,0.2970465883612633,5.3851647,0.9549715243568252,6,5,3,3,2
PHD_5331,43.931767,63.85023574829101,7.071068,0.0144574331920011,13.341664,0.0550055715250027,6,5,4,4,4
PHD_5334,3.1622777,4.018742990493775,4.1231055,0.3741537310183048,6.0827627,0.968842444791702,6,5,3,3,1
PHD_5338,1.4142135,1.7772699117660522,1.0,0.4777039021253585,1.0,0.9135591818519578,6,5,0,2,2
PHD_5341,8.944272,3.8305964946746816,12.083046,0.0947940900921821,9.433981,0.1909438114959185,6,5,3,4,4
PHD_5346,2.236068,1.4128990173339844,3.0,0.7268605530261993,3.6055512,1.0721472941611727,6,5,0,0,1
PHD_5384,2.236068,3.0039156913757323,3.6055512,0.4040920872241259,3.6055512,1.0806422672860465,6,5,2,2,1
PHD_5389,2.828427,2.401891016960144,3.1622777,0.520270274579525,5.0,1.174141078433977,6,5,2,2,1
PHD_5401,1.4142135,1.84721360206604,2.828427,0.5725988686084748,2.236068,0.9994613428980476,6,5,1,1,1
PHD_5402,1.4142135,1.1300563097000125,1.4142135,0.9710352420806884,1.0,0.9791923889020618,6,5,0,0,1
PHD_5403,5.3851647,1.7152982473373413,4.472136,0.69099962413311,4.472136,1.1857092962975788,6,5,0,1,0
PHD_5429,3.0,6.902058267593384,5.0,0.2434951852308586,5.3851647,0.6893357824787594,6,5,4,3,3
PHD_5435,1.4142135,2.1625118494033813,1.0,0.5540496319532394,2.0,1.3458803675737363,6,5,1,2,0
PHD_5443,6.4031243,3.728677225112915,5.0990195,0.3448012785986066,5.0990195,1.226467848607553,6,5,3,3,0
PHD_5450,6.0827627,4.8134886741638185,4.472136,0.3506051681470126,4.2426405,0.617497685496428,6,5,3,3,4
PHD_5452,1.4142135,2.0957417249679566,1.0,0.5444988042116166,2.236068,1.1384979630887362,6,5,1,2,1
PHD_5453,4.472136,2.025798034667969,4.472136,0.7341421484947205,4.2426405,0.8937629434371507,6,5,1,0,2
PHD_5462,4.1231055,3.079669141769409,5.0990195,0.5356281459331512,4.2426405,0.9263107087182408,6,5,2,2,2
PHD_5480,7.615773,1.64721360206604,7.615773,0.7236326336860657,5.3851647,0.7278371457852922,6,5,0,0,3
PHD_5482,2.0,7.046619367599488,3.0,0.1736494466662407,8.246211,0.2869661268655136,6,5,4,4,4
PHD_5502,6.3245554,2.2601126194000245,8.246211,0.6541543155908585,8.246211,1.5955528741537632,6,5,1,1,0
PHD_5508,2.0,1.9281972646713257,3.1622777,0.8401945531368256,1.4142135,1.312698049977574,6,5,1,0,0
PHD_5509,2.828427,1.3656854152679443,2.236068,1.032036718726158,2.236068,1.2920606370834242,6,5,0,0,0
PHD_5517,1.4142135,3.671697068214416,2.828427,0.4520221620798111,2.236068,1.1725689890469733,6,5,3,2,1
PHD_5518,3.1622777,2.0983801603317263,4.1231055,0.5817458093166351,4.1231055,1.247507735602163,6,5,1,1,0
PHD_5522,5.3851647,1.3981409549713135,5.3851647,1.0072087168693542,5.3851647,1.629866361460835,6,5,0,0,0
PHD_5524,9.055386,2.944580221176148,10.770329,0.4095613621175289,10.770329,0.93424037056843,6,5,2,2,2
PHD_5535,2.0,3.814940881729126,5.3851647,0.4134422361850738,4.472136,1.1253600290049888,6,5,3,2,1
PHD_5555,7.81025,2.498380160331726,7.81025,0.625204798579216,5.656854,1.0423163726517348,6,5,2,1,1
PHD_5565,8.485281,2.025798034667969,6.4031243,0.6031586676836014,5.656854,1.3449029291486654,7,6,1,2,0
PHD_5582,5.0990195,1.730056309700012,6.0,0.4617477357387543,5.0990195,0.6493201786149418,7,6,0,3,3
PHD_5591,24.166092,32.3726863861084,6.0,0.4784433513879776,6.0827627,0.7045475309724004,7,6,4,3,3
PHD_5596,1.4142135,1.4128990173339844,1.4142135,0.7812297821044922,1.0,1.2374067390456558,7,6,0,0,0
PHD_5607,7.81025,5.74623818397522,1.0,0.2690956469043158,14.21267,0.6087824928100877,7,6,4,4,3
PHD_5619,9.433981,2.1192512035369875,9.433981,0.809349873661995,6.4031243,1.3077071962592917,7,6,1,0,0
PHD_5631,5.8309517,2.0128990173339845,5.3851647,0.8306585490703583,5.0990195,1.3395878907259249,7,6,1,0,0
PHD_5713,3.6055512,6.169049406051636,9.219544,0.1949431746266782,12.083046,0.2964415812857861,7,6,4,4,4
PHD_5718,12.369317,2.679669141769409,12.649111,0.550148819386959,15.297058,0.9360917433741262,7,6,2,2,2
PHD_5719,6.0827627,5.310435199737549,7.071068,0.2634110242128372,12.369317,0.9357718574824248,7,6,4,4,2
PHD_5727,35.44009,40.28644409179688,4.2426405,0.2221958518028259,7.81025,0.2871938121749801,7,6,4,4,4
PHD_5767,7.2111025,2.71141676902771,5.8309517,0.3554944531759247,5.8309517,0.4506552496260698,7,6,2,3,4
PHD_5777,5.0,2.8796691417694094,4.0,0.7344744861125946,4.0,1.2271718009666142,7,6,2,1,0
PHD_5801,5.8309517,1.851166558265686,6.3245554,0.8092701196670532,5.3851647,1.0187920738230052,7,6,1,0,1
PHD_5806,10.198039,2.5540658950805666,11.18034,0.764004297927022,8.5440035,1.2545342744173822,7,6,2,0,0
PHD_5812,6.0827627,2.0097254514694214,6.3245554,0.5370550870895385,4.0,1.187182630573974,7,6,1,2,0
PHD_5821,2.0,2.344269847869873,2.236068,0.716347262263298,7.2111025,0.8415841025159008,7,6,2,1,2
PHD_5826,2.0,2.5308357000350954,3.1622777,0.5180537819862365,3.6055512,0.7433074113628474,7,6,2,2,3
PHD_5868,3.6055512,1.6485280990600586,3.6055512,0.5570228159427643,5.0,0.9718734597472848,7,6,0,2,2
PHD_5874,5.656854,6.011548686027527,8.0,0.235541746020317,7.615773,0.5818639258519578,7,6,4,4,3
PHD_5879,5.8309517,1.49442720413208,5.8309517,0.6421616017818451,5.3851647,1.1687809235897215,7,6,0,1,0
PHD_5895,2.0,2.1094884872436523,1.0,0.317974329739809,1.0,0.5625275030381587,7,6,1,3,3
PHD_5900,2.0,1.4128990173339844,3.1622777,0.6860843122005462,2.236068,0.778637673478504,7,6,0,1,3
PHD_5903,55.542778,42.24582443237305,3.0,0.2750441074371338,2.0,0.5995392087417999,7,6,4,4,3
PHD_5923,7.071068,3.112294244766235,7.2111025,0.5550799041986465,5.8309517,0.7660837113425151,7,6,3,2,3
PHD_5930,4.1231055,4.604244804382324,6.0,0.2467339530587196,1.4142135,0.8207308913051956,7,6,3,4,2
PHD_5949,3.1622777,3.079669141769409,3.1622777,0.400333958864212,2.236068,1.202996509692979,7,6,3,3,0
PHD_5969,6.0827627,3.451166558265686,5.3851647,0.4097552385181188,5.8309517,0.87364015974375,7,6,3,3,2
PHD_5977,1.0,2.73451418876648,1.0,0.3060337284579873,6.4031243,0.6087217078491687,7,6,2,3,3
PHD_6003,25.23886,27.96632785797119,15.297058,0.1713613803964108,15.297058,0.5572106959485426,7,6,4,4,3
PHD_6013,11.313708,5.923749828338623,7.2111025,0.2160869617015123,7.81025,0.8654745111011504,7,6,4,4,2
PHD_6061,5.0,4.853358554840088,3.1622777,0.1191758522763848,10.816654,0.4311482249301297,7,6,4,4,4
PHD_6067,7.071068,1.6142135381698608,7.28011,0.7709750413894654,5.8309517,1.0520475827442783,7,6,0,0,1
PHD_6073,5.0,1.898380160331726,5.0,0.3942048422992229,9.433981,0.5271520332999531,7,6,1,3,4
PHD_6083,7.28011,2.7073262214660643,11.045361,0.4133505821228027,7.2111025,0.5536560549209065,7,6,2,3,3
PHD_6104,5.8309517,4.027826619148255,2.0,0.2582709647715092,3.1622777,0.104958490347301,7,6,3,4,4
PHD_6141,5.0,1.7429553270339966,5.0990195,0.65372114777565,4.1231055,1.1535082262180476,7,6,0,1,0
PHD_6145,9.848858,15.70342788696289,11.0,0.1460856283149041,3.1622777,0.2350964457978067,7,6,4,4,4
PHD_6164,3.6055512,3.313441443443298,3.0,0.1708683233708143,6.0827627,0.1765311019020417,7,6,3,4,4
PHD_6167,5.0990195,2.2097254514694216,5.0990195,0.7863280057907105,5.656854,1.4339324480259976,7,6,2,0,0
PHD_618,10.440307,2.0,10.440307,0.8749420881271363,6.708204,1.403110359258364,7,6,1,0,0
PHD_6181,9.055386,4.411287307739258,5.0990195,0.2165849238634109,5.0990195,0.6302393770619534,7,6,3,4,3
PHD_6202,4.1231055,3.2994730472564697,8.062258,0.4335047621279955,6.3245554,0.5939569419166693,7,6,3,3,3
PHD_6203,9.219544,2.04721360206604,8.5440035,0.6401063442230225,7.615773,0.8404282253941071,7,6,1,1,2
PHD_6228,14.56022,3.015537452697754,13.0,0.3650276275351644,13.0,0.5312600519906173,7,6,2,3,4
PHD_6235,2.236068,5.659158873558044,1.4142135,0.1379331381613155,15.231546,0.1322053498530876,7,6,4,4,4
PHD_6238,1.0,2.483622097969055,3.0,0.6898215353488922,4.2426405,1.0133923295156473,7,6,2,1,1
PHD_6243,3.0,3.8965210914611816,5.0,0.3025922626256943,3.6055512,0.894307434434081,7,6,3,4,2
PHD_6253,18.0,32.029429054260255,4.0,0.1326851274818182,5.0990195,0.4743006297585674,7,6,4,4,4
PHD_6326,82.1523,32.90726890563965,100.12492,0.2394685673527419,5.0990195,0.2598571736509931,7,6,4,4,4
PHD_6478,3.1622777,6.351048851013184,3.1622777,0.1459800500189885,9.486833,0.2018027484081736,7,6,4,4,4
PHD_78,5.8309517,1.5772699117660522,4.472136,0.927692785859108,3.6055512,1.6467658145084154,7,6,0,0,0
PHD_103,13.0,3.933840847015381,17.117243,0.2806742894194031,15.033297,0.3326936734511859,0,7,1,2,3
PHD_107,17.492855,2.715298247337341,17.492855,0.4127949967980385,14.21267,0.702119155257662,0,7,0,1,1
PHD_108,2.236068,3.03883466720581,4.1231055,0.6109018060844391,4.1231055,0.9797098846633472,0,7,0,0,1
PHD_1087,10.049875,2.9655352592468263,9.0,0.4122484564781189,11.401754,0.7389906606655474,0,7,0,1,1
PHD_1089,4.1231055,3.4952942609786986,6.4031243,0.1359558632597327,3.0,0.1796547324317902,0,7,1,3,4
PHD_1100,6.3245554,3.901009178161621,8.5440035,0.2773135187104344,3.0,0.6019706339866469,0,7,1,2,1
PHD_1104,4.1231055,4.032455539703369,4.0,0.6252769649028778,4.0,1.1164103171498496,0,7,1,0,0
PHD_1117,22.203604,22.39759101867676,9.055386,0.1182854334154399,7.071068,0.3116545808728845,0,7,3,4,3
PHD_1155,1.0,2.4895321846008303,2.0,0.8770363867282868,4.0,1.0949427957334072,0,7,0,0,0
PHD_1165,3.0,3.5448671102523805,1.0,0.3987012833356857,8.062258,0.2759099643167832,0,7,1,1,3
PHD_117,23.259407,45.66340522766113,10.0,0.0414075667016732,12.206555,0.1406340390380875,0,7,4,4,4
PHD_1234,7.071068,3.2401585578918457,6.0,0.245104247238487,6.708204,0.8313884033448824,0,7,1,2,1
PHD_125,1.4142135,1.6601126194000244,1.4142135,0.7839880168437958,2.236068,0.9438583060092096,0,7,0,0,1
PHD_1281,1.0,1.9929449558258057,1.4142135,0.6057338625192642,2.828427,1.0286338130049928,0,7,0,0,1
PHD_13,4.1231055,3.3839593887329102,2.828427,0.2409142188727855,6.3245554,0.5479584361194686,0,7,1,2,2
PHD_1305,4.0,3.494290018081665,5.0990195,0.6972976267337799,9.055386,0.6915273179144452,0,7,1,0,1
PHD_1327,7.615773,3.29442720413208,8.062258,0.4048344203969464,7.0,0.863940586321256,0,7,1,1,1
PHD_1332,1.4142135,2.308640718460083,2.0,0.6272006437182427,3.0,0.9865129094234992,0,7,0,0,1
PHD_134,1.0,3.320225238800049,3.0,0.33531708214432,2.236068,0.6481342080654157,0,7,1,2,1
PHD_1359,2.236068,3.6028079986572266,1.0,0.4571526423096657,1.4142135,0.8126187649035219,0,7,1,0,1
PHD_1372,1.0,4.71284806728363,1.0,0.4981739450711757,1.0,1.0520183577783953,0,7,1,0,0
PHD_1422,3.0,1.0128990173339845,3.0,0.7431913077831268,2.236068,0.7258943201164535,0,7,0,0,1
PHD_144,4.0,4.9433940887451175,5.0,0.2349889078541309,3.6055512,0.2887874187246699,0,7,2,2,3
PHD_145,4.472136,3.214992904663086,3.6055512,0.4990036308765411,3.6055512,0.9107787822419364,0,7,1,0,1
PHD_149,1.4142135,3.72016966342926,0.0,0.4821323096752167,7.81025,0.888665567697312,0,7,1,0,1
PHD_152,3.1622777,2.9614447116851808,4.2426405,0.605788454413414,3.6055512,1.288468678584154,0,7,0,0,0
PHD_1546,22.803509,31.729992485046388,8.602325,0.0618252210319042,8.602325,0.1440639670971241,0,7,3,4,4
PHD_1566,107.07941,142.57314758300782,117.273186,0.0508241295814514,117.273186,0.2541206437917575,0,7,4,4,3
PHD_1598,7.81025,7.873035860061646,2.0,0.1039300859264585,20.12461,0.0301791197219935,0,7,3,4,4
PHD_1640,85.883644,68.70689544677734,87.0919,0.1527356758713722,91.02197,0.5036595424487085,0,7,4,3,2
PHD_1676,2.0,2.675787663459778,2.828427,0.5138800010085106,5.3851647,1.251570592790637,0,7,0,0,0
PHD_1677,4.2426405,7.182154655456543,1.4142135,0.0617621240206062,11.18034,0.0711529868010114,0,7,3,4,4
PHD_1811,29.12044,39.27928466796875,8.602325,0.2781504273414611,79.9062,0.9444239837076952,0,7,4,2,1
PHD_1824,63.07139,32.89320659637451,76.321686,0.2846616931259632,88.14193,0.8295676597819542,0,7,3,2,1
PHD_1828,3.6055512,4.765019130706787,3.0,0.2715810790657997,2.236068,0.4768368312456954,0,7,1,2,2
PHD_19,59.94164,49.55281372070313,12.206555,0.1426308958878507,104.393486,0.4275152794989319,0,7,4,3,3
PHD_1943,12.529964,2.6944272041320803,10.0,0.2578469336032867,10.0,0.433097049037161,0,7,0,2,2
PHD_1947,2.0,3.582637691497802,1.4142135,0.1910408101975917,6.4031243,0.1358329913073498,0,7,1,3,4
PHD_196,38.418747,69.75169830322265,4.1231055,0.0639343202114105,46.32494,0.0417947662666019,0,7,4,4,4
PHD_197,4.0,2.81998827457428,3.1622777,0.6520999390631914,2.236068,0.9967050456033636,0,7,0,0,1
PHD_2006,2.236068,3.1130804061889648,2.236068,0.4532330085523426,2.0,0.4687735226747627,0,7,0,0,2
PHD_2011,2.0,3.0522594451904297,3.6055512,0.6395662665367127,3.1622777,1.1260006200524917,0,7,0,0,0
PHD_2044,30.805843,44.9568489074707,88.20431,0.2448597252368927,6.4031243,0.5131208789225965,0,7,4,2,2
PHD_205,3.1622777,2.0453545570373537,3.1622777,0.5122018054127693,6.0,0.6321842654318307,0,7,0,0,1
PHD_206,3.0,7.895716094970703,2.236068,0.2216701864264905,12.165525,0.0588708390346877,0,7,3,3,4
PHD_2065,4.1231055,3.0216949224472045,6.0827627,0.5191737256303895,6.0,0.7808416235226807,0,7,0,0,1
PHD_2110,4.1231055,10.211103820800782,1.4142135,0.1686670390484323,9.486833,0.1436807808881183,0,7,3,3,4
PHD_2112,23.021729,26.617578506469727,56.008926,0.3044023513793945,56.0357,0.5531190027949351,0,7,3,2,2
PHD_2122,22.203604,41.87915725708008,5.8309517,0.0453798725255183,6.3245554,0.1752180148178701,0,7,4,4,4
PHD_2124,12.649111,22.53766860961914,3.1622777,0.1943594813346862,9.055386,0.5781936067783305,0,7,3,3,2
PHD_213,43.0,43.97819900512695,9.219544,0.3258166149258613,97.25225,0.1754107091913363,0,7,4,2,4
PHD_2136,4.0,3.306109690666198,2.0,0.4549613170325756,5.0990195,1.097645941638948,0,7,1,0,0
PHD_2150,36.619667,8.244401550292968,32.55764,0.1046994071453809,28.42534,0.3743879016264028,0,7,3,4,3
